,pvar,pvarcode,pvarname,cutoff,use
3033,967,Slv.n,Salvinia natans,0.005,1
3034,3422,Slv-T,Salvinia-type,0.005,1
3035,715,Sam,Sambucus,0.005,1
3036,2176,Sam.cf.e,Sambucus cf. S. ebulus,0.005,1
3037,1526,Sam.cf.n,Sambucus cf. S. nigra,0.005,1
3038,2183,Sam.cf.r,Sambucus cf. S. racemosa,0.005,1
3039,716,Sam.e,Sambucus ebulus,0.005,1
3040,717,Sam.n,Sambucus nigra,0.005,1
3041,1277,Sam.n-T,Sambucus nigra-type,0.005,1
3042,3226,Sam.n/Sr,Sambucus nigra/S. racemosa,0.005,1
3043,718,Sam.r,Sambucus racemosa,0.005,1
3044,2068,Sam.r-T,Sambucus racemosa-type,0.005,1
3045,719,Sam.ud,Sambucus undiff.,0.005,1
3046,720,Sam-T,Sambucus-type,0.005,1
3047,1214,Som,Samolus,0.005,1
3048,1215,Som.v,Samolus valerandi,0.005,1
3049,3454,sa.ma.g,Sample dry mass (g),0.005,1
3050,3455,s.sam..,Sample surface (cm_),0.005,1
3051,2422,Samp.vol,Sample volume (ml),0.005,1
3052,721,San,Sanguisorba,0.005,1
3053,2526,San.j,Sanguisorba major,0.005,1
3054,722,San.m,Sanguisorba minor,0.005,1
3055,723,San.m.m,Sanguisorba minor ssp. minor,0.005,1
3056,2702,San.m-T,Sanguisorba minor-type,0.005,1
3057,724,San.o,Sanguisorba officinalis,0.005,1
3058,1339,San.o-T,Sanguisorba officinalis-type,0.005,1
3059,1783,San-T,Sanguisorba-type,0.005,1
3060,1918,Sac,Sanicula,0.005,1
3061,1216,San.e,Sanicula europaea,0.005,1
3062,2122,Sac-T,Sanicula-type,0.005,1
3063,2499,Santeae,Santalaceae,0.005,1
3064,3482,Sapo,Saponaria,0.005,1
3065,3483,Sap.o,Saponaria officinalis,0.005,1
3066,3656,Sapeae,Sapotaceae,0.005,1
3067,725,Sar,Sarcobatus,0.005,1
3068,2875,Sap,Sarcocapnos,0.005,1
3069,2776,Sarco,Sarcopoterium,0.005,1
3070,2764,Sar.s/Sm,Sarcopoterium spinosum/Sanguisorba minor,0.005,1
3071,2809,Sar.g,Sarothamnus grandiflorus,0.005,1
3072,3437,Sar.s,Sarothamnus scoparius,0.005,1
3073,726,Sat,Satureja,0.005,1
3074,2409,Sat/Ziz,Satureja/Ziziphora,0.005,1
3075,1046,Sau,Saussurea,0.005,1
3076,727,Sau.a,Saussurea alpina,0.005,1
3077,728,Sau-T,Saussurea-type,0.005,1
3078,729,Sax,Saxifraga,0.005,1
3079,2988,Sax.d,Saxifraga adscendens,0.005,1
3080,730,Sax.a,Saxifraga aizoides,0.005,1
3081,1371,Sax.a-T,Saxifraga aizoides-type,0.005,1
3082,1428,Sax.c,Saxifraga caesia,0.005,1
3083,731,Sax.c-T,Saxifraga cernua-type,0.005,1
3084,1512,Sax.c/r,Saxifraga cernua/S. rivularis,0.005,1
3085,732,Sax.x-T,Saxifraga cespitosa-type,0.005,1
3086,1217,Sax.cf.a,Saxifraga cf. S. aizoides,0.005,1
3087,1029,Sax.cf.c,Saxifraga cf. S. cespitosa,0.005,1
3088,2010,Saf.cf.h,Saxifraga cf. S. hirculus,0.005,1
3089,1051,Sax.cf.h,Saxifraga cf. S. hypnoides,0.005,1
3090,2244,Sax.cf.n,Saxifraga cf. S. nivalis,0.005,1
3091,733,Sax.cf.o,Saxifraga cf. S. oppositifolia,0.005,1
3092,1049,Sax.cf.r,Saxifraga cf. S. rivularis,0.005,1
3093,734,Sax.cf.s,Saxifraga cf. S. stellaris,0.005,1
3094,1218,Sax.g,Saxifraga granulata,0.005,1
3095,735,Sax.g-T,Saxifraga granulata-type,0.005,1
3096,736,Sax.h,Saxifraga hirculus,0.005,1
3097,737,Sax.h-T,Saxifraga hirculus-type,0.005,1
3098,1301,Sxi.h-T,Saxifraga hirsuta-type,0.005,1
3099,738,Sax.p,Saxifraga hypnoides,0.005,1
3100,739,Sax.hy-T,Saxifraga hypnoides-type,0.005,1
3101,1959,Sax.m,Saxifraga micalis,0.005,1
3102,2380,Sax.m-T,Saxifraga moschata-type,0.005,1
3103,740,Sax.n,Saxifraga nivalis,0.005,1
3104,741,Sax.n-T,Saxifraga nivalis-type,0.005,1
3105,742,Sax.o,Saxifraga oppositifolia,0.005,1
3106,743,Sax.o-T,Saxifraga oppositifolia-type,0.005,1
3107,744,Sax.o/a,Saxifraga oppositifolia/S. aizoides,0.005,1
3108,3633,Sax.p-T,Saxifraga paniculata-type,0.005,1
3109,1247,Sax.v,Saxifraga rivularis,0.005,1
3110,1246,Sax.r,Saxifraga rosacea,0.005,1
3111,1872,Sxf.r,Saxifraga rotundifolia,0.005,1
3112,745,Sax.s,Saxifraga stellaris,0.005,1
3113,746,Sax.s-T,Saxifraga stellaris-type,0.005,1
3114,747,Sax.ud,Saxifraga undiff.,0.005,1
3115,2132,Sax-T,Saxifraga-type,0.005,1
3116,748,Saxae,Saxifragaceae,0.005,1
3117,749,Sca,Scabiosa,0.005,1
3118,2460,Scb.c-T,Scabiosa canescens-type,0.005,1
3119,750,Sca.c,Scabiosa columbaria,0.005,1
3120,751,Sca.c-T,Scabiosa columbaria-type,0.005,1
3121,1747,Sca.o,Scabiosa olivieri,0.005,1
3122,1633,Sca.r,Scabiosa rotata,0.005,1
3123,752,Sca.r-T,Scabiosa rotata-type,0.005,1
3124,2417,Sca.ud,Scabiosa undiff.,0.005,1
3125,1539,Scb-T,Scabiosa-type,0.005,1
3126,2407,Six,Scandix,0.005,1
3127,3206,Sca.p-v,Scandix pecten-veneris,0.005,1
3128,1286,Sce,Scenedesmus,0.005,1
3129,1524,Sce.u,Scenedesmus undiff.,0.005,1
3130,753,Scz,Scheuchzeria,0.005,1
3131,1275,Sch.p,Scheuchzeria palustris,0.005,1
3132,2177,Sze-T,Scheuchzeria-type,0.005,1
3133,2631,Sch.l.l,Schoenoplectus lacturis Subsp. lacustris,0.005,1
3134,3089,Sce-T,Schoenoplectus-type,0.005,1
3135,1704,Sch,Schoenus,0.005,1
3136,754,Sch-T,Schoenus-type,0.005,1
3137,755,Scp,Sciadopitys,0.005,1
3138,756,Sca-T,Scilla-type,0.005,1
3139,2528,Sci,Scirpus,0.005,1
3140,757,Sci.l,Scirpus lacustris,0.005,1
3141,1720,Sci.ll-T,Scirpus lacustris subsp. lacustris-type,0.005,1
3142,2625,Sci.l.St,Scirpus lacustris Subsp. tabernaemontani,0.005,1
3143,1688,Sci.l-T,Scirpus lacustris-type,0.005,1
3144,758,Sci.m,Scirpus maritimus,0.005,1
3145,759,Sci.S.PT,Scirpus Sect. Pterolepis-type,0.005,1
3146,1014,Sci-T,Scirpus-type,0.005,1
3147,760,Scl,Scleranthus,0.005,1
3148,1397,Scl.a,Scleranthus annuus,0.005,1
3149,1435,Scl.p,Scleranthus perennis,0.005,1
3150,1219,Scl-T,Scleranthus-type,0.005,1
3151,2431,Sco,Scorzonera,0.005,1
3152,2491,Sco.h,Scorzonera humilis,0.005,1
3153,1738,Sco.h-T,Scorzonera humilis-type,0.005,1
3154,761,Scz-T,Scorzonera-type,0.005,1
3155,1351,Scr,Scrophularia,0.005,1
3156,2871,Scr.c-T,Scrophularia canina-type,0.005,1
3157,1131,Scr.n-T,Scrophularia nodosa-type,0.005,1
3158,762,Sco-T,Scrophularia-type,0.005,1
3159,1212,Scr/Ver,Scrophularia/Verbascum,0.005,1
3160,1855,S/V/D,Scrophularia/Verbascum/Digitalis,0.005,1
3161,763,Scoae,Scrophulariaceae,0.005,1
3162,1023,Scr.ud,Scrophulariaceae undiff.,0.005,1
3163,1121,Scu,Scutellaria,0.005,1
3164,1964,Scu-T,Scutellaria-type,0.005,1
3165,764,Sec,Secale,0.005,1
3166,765,Sec.c,Secale cereale,0.005,1
3167,1264,Sec-T,Secale-type,0.005,1
3168,766,Sed,Sedum,0.005,1
3169,1220,Sed.a,Sedum acre,0.005,1
3170,1521,Sed.a-T,Sedum acre-type,0.005,1
3171,1126,Sed.n,Sedum anglicum,0.005,1
3172,767,Sed.cfva,Sedum cf. S. villosum/S. anglicum,0.005,1
3173,1119,Sed-T,Sedum-type,0.005,1
3174,768,S/R.cfRr,Sedum/Rhodiola cf. R. rosea,0.005,1
3175,2225,Sed/Sem,Sedum/Sempervivum,0.005,1
3176,968,Sel,Selaginella,0.005,1
3177,2989,Sel.d-T,Selaginella denticulata-type,0.005,1
3178,969,Sel.h,Selaginella helvetica,0.005,1
3179,1461,Sel.h-T,Selaginella helvetica-type,0.005,1
3180,970,Sel.s,Selaginella selaginoides,0.005,1
3181,2825,Sel.s-T,Selaginella selaginoides-type,0.005,1
3182,1952,Sel.b,Selaginella sibirica,0.005,1
3183,2810,Sel.c,Selinum carvifolia,0.005,1
3184,3460,Sel.c/p,Selinum carvifolia/pyrenaeum,0.005,1
3185,769,Sem,Sempervivum,0.005,1
3186,1112,Sen,Senecio,0.005,1
3187,2226,Sen.cf.c,Senecio cf. S. congestus,0.005,1
3188,770,Sen-T,Senecio-type,0.005,1
3189,2043,Seq,Sequoia,0.005,1
3190,1840,Ser,Serratula,0.005,1
3191,771,Ser-T,Serratula-type,0.005,1
3192,2822,Ses,Sesamoides,0.005,1
3193,2990,Ses.c-T,Sesamoides canescens-type,0.005,1
3194,2811,Ses.l-T,Seseli libanotis-type,0.005,1
3195,3444,Ses-T,Seseli-type,0.005,1
3196,3665,Set,Setaria,0.005,1
3197,1084,She.a,Sherardia arvensis,0.005,1
3198,772,Sib.p,Sibbaldia procumbens,0.005,1
3199,1773,Sid,Sideritis,0.005,1
3200,2866,Sid(4),Sideritis (4),0.005,1
3201,3207,Sil.s,Silaum silaus,0.005,1
3202,2812,Sil.s-T,Silaum silaus-type,0.005,1
3203,3353,Silceae,Silenaceae,0.005,1
3204,1241,Sil,Silene,0.005,1
3205,1989,Sil.a,Silene acaulis,0.005,1
3206,3055,Sil.a-T,Silene acaulis-type,0.005,1
3207,773,Sil.cf.a,Silene cf. S. acaulis,0.005,1
3208,2227,Sil.cf.n,Silene cf. S. nutans,0.005,1
3209,3332,Sil.d,Silene dioica,0.005,1
3210,774,Sil.d-T,Silene dioica-type,0.005,1
3211,2813,Sil.f-T,Silene foetida-type,0.005,1
3212,3558,Sil.n,Silene nutans,0.005,1
3213,3054,Sil.n-T,Silene nutans-type,0.005,1
3214,3636,Sil.p,Silene pratensis,0.005,1
3215,3584,Sil.r,Silene rupestris,0.005,1
3216,2032,Sil.ud,Silene undiff.,0.005,1
3217,1584,Sil.l.m,Silene vulgaris ssp. maritima,0.005,1
3218,1221,Sil.v.m,Silene vulgaris ssp. maritima-type,0.005,1
3219,3484,Sil.v-G,Silene vulgaris-group,0.005,1
3220,775,Sil.v-T,Silene vulgaris-type,0.005,1
3221,776,Sil-T,Silene-type,0.005,1
3222,2327,Sil/Lyc,Silene/Lychnis,0.005,1
3223,2102,Sib-T,Silybum-type,0.005,1
3224,1599,Sin,Sinapis,0.005,1
3225,777,Sin-T,Sinapis-type,0.005,1
3226,3628,Sis.a,Sison amomum,0.005,1
3227,3120,Ssy,Sisymbrium,0.005,1
3228,1017,Sis.g,Sisymbrium goesingense,0.005,1
3229,778,Sis,Sisyrinchium,0.005,1
3230,779,Sis-T,Sisyrinchium-type,0.005,1
3231,2621,Siu,Sium,0.005,1
3232,3453,Siu.l-T,Sium latifolium-type,0.005,1
3233,780,Siu-T,Sium-type,0.005,1
3234,781,Smi.s,Smilacina stellata,0.005,1
3235,1645,Smi,Smilax,0.005,1
3236,782,Solae,Solanaceae,0.005,1
3237,1222,Sol,Solanum,0.005,1
3238,783,Sol.cf.n,Solanum cf. S. nigrum,0.005,1
3239,784,Sol.d,Solanum dulcamara,0.005,1
3240,785,Sol.d-T,Solanum dulcamara-type,0.005,1
3241,786,Sol.n,Solanum nigrum,0.005,1
3242,1982,Sol.n-T,Solanum nigrum-type,0.005,1
3243,3250,Sld,Soldanella,0.005,1
3244,3586,Sol.p,Soldanella pusilla,0.005,1
3245,2086,Las,Solidago,0.005,1
3246,3536,Sol.v,Solidago virgaurea,0.005,1
3247,3330,Sol.v-T,Solidago virgaurea-type,0.005,1
3248,787,Sld-T,Solidago-type,0.005,1
3249,2506,Son,Sonchus,0.005,1
3250,2748,Son.o-T,Sonchus oleraceus-type,0.005,1
3251,788,Sor,Sorbus,0.005,1
3252,1223,Sob.a,Sorbus aria,0.005,1
3253,3644,Sor.ar-T,Sorbus aria-type,0.005,1
3254,789,Sor.a,Sorbus aucuparia,0.005,1
3255,2863,Sor.a-T,Sorbus aucuparia-type,0.005,1
3256,1372,Sor.cf.a,Sorbus cf. S. aucuparia,0.005,1
3257,1224,Sob.cf.r,Sorbus cf. S. rupicola,0.005,1
3258,1375,Sor.ud,Sorbus undiff.,0.005,1
3259,790,Sor-T,Sorbus-type,0.005,1
3260,2894,Sod,Sordariaceae,0.005,1
3261,1419,Spaae,Sparganiaceae,0.005,1
3262,2690,Spa/Typ,Sparganiaceae/Typhaceae,0.005,1
3263,791,Spa,Sparganium,0.005,1
3264,2819,Spa(m),Sparganium (monad),0.005,1
3265,2820,Spa(t),Sparganium (tetrad),0.005,1
3266,3173,Spa.a-T,Sparganium angustifolium-type,0.005,1
3267,1225,Spa.cf.r,Sparganium cf. S. minimum,0.005,1
3268,2145,Spe.s,Sparganium emersum,0.005,1
3269,1226,Spa.m-T,Sparganium emersum-type,0.005,1
3270,1227,Spa.e,Sparganium erectum,0.005,1
3271,792,Spa.e-T,Sparganium erectum-type,0.005,1
3272,1414,Spr.m-T,Sparganium minimum-type,0.005,1
3273,793,Spa-T,Sparganium-type,0.005,1
3274,3339,Spm/Typ,Sparganium/Typha,0.005,1
3275,1926,Spt,Spartium,0.005,1
3276,2749,Spa.j,Spartium junceum,0.005,1
3277,1651,Sptae,Spathiflorae,0.005,1
3278,794,Spe,Spergula,0.005,1
3279,795,Spe.a,Spergula arvensis,0.005,1
3280,1983,spe.a-T,Spergula arvensis-type,0.005,1
3281,796,Spe-T,Spergula-type,0.005,1
3282,1228,Spe/Spr,Spergula/Spergularia,0.005,1
3283,1105,Spr,Spergularia,0.005,1
3284,797,Spg-T,Spergularia-type,0.005,1
3285,2703,Sperma,Spermatophyta,0.005,1
3286,2704,Sperma-h,Spermatophyta upland herbs,0.005,1
3287,2396,Sphag,Sphagnales,0.005,1
3288,987,Sph,Sphagnum,0.005,1
3289,1062,Sph.i,Sphagnum imbricatum,0.005,1
3290,3485,Sph-T,Sphagnum-type,0.005,1
3291,3230,Spha.lea,Sphagnum: leaves,0.005,1
3292,1705,Sul,Spicula,0.005,1
3293,2612,...,Spike,0.005,1
3294,2420,Spi/sli,Spikes/slide,0.005,1
3295,2421,Spi/tab,Spikes/tablet,0.005,1
3296,1553,Spi-T,Spinacia-type,0.005,1
3297,1879,Pir,Spiraea,0.005,1
3298,1530,Spi,Spirogyra,0.005,1
3299,2170,Spy-t,Spirogyra-type,0.005,1
3300,2923,Spir,Spirulina,0.005,1
3301,1822,Spo,Spores,0.005,1
3302,3184,Sro,Sporormiella,0.005,1
3303,3183,Spo-T,Sporormiella-type,0.005,1
3304,1229,Sta,Stachys,0.005,1
3305,1689,Sta.s-T,Stachys sylvatica-type,0.005,1
3306,798,Sta-T,Stachys-type,0.005,1
3307,1503,Sta/Lam,Stachys/Lamium,0.005,1
3308,2022,Stp,Staphylea,0.005,1
3309,2750,Sta.p,Staphylea pinnata,0.005,1
3310,3431,Stt,Statice,0.005,1
3311,2217,Sta.s,Statice spicata,0.005,1
3312,1942,Stt.s-T,Statice spicata-type,0.005,1
3313,1276,Stu,Staurastrum,0.005,1
3314,2305,Sta.d,Staurastrum dispar,0.005,1
3315,2348,Stra.ud,Staurastrum undiff.,0.005,1
3316,799,Ste,Stellaria,0.005,1
3317,2011,Ste.cf.g,Stellaria cf. S. graminea,0.005,1
3318,2234,Ste.cf.m,Stellaria cf. S. media,0.005,1
3319,2008,Ste.cf.n,Stellaria cf. S. nemorum,0.005,1
3320,2228,Ste.cf.p,Stellaria cf. S. palustris,0.005,1
3321,2259,Ste.g,Stellaria graminea,0.005,1
3322,800,Ste.h,Stellaria holostea,0.005,1
3323,3342,Ste.h-T,Stellaria holostea-type,0.005,1
3324,2485,Ste.n,Stellaria nemorum,0.005,1
3325,1802,Ste.p,Stellaria palustris,0.005,1
3326,801,Ste.ud,Stellaria undiff.,0.005,1
3327,1230,Ste-T,Stellaria-type,0.005,1
3328,2580,Stl,Stellera,0.005,1
3329,2400,Ste.s,Steris segetalis,0.005,1
3330,3292,Stomat,Stomata,0.005,1
3331,802,Str,Stratiotes,0.005,1
3332,2245,Str.a,Stratiotes aloides,0.005,1
3333,3634,Str.am,Streptopus amplexifolius,0.005,1
3334,1762,Sty,Styrax,0.005,1
3335,1648,Sua,Suaeda,0.005,1
3336,2567,Sua.m,Suaeda maritima,0.005,1
3337,1590,Sua-T,Suaeda-type,0.005,1
3338,803,Suc,Succisa,0.005,1
3339,804,Suc.p,Succisa pratensis,0.005,1
3340,1593,Suc-T,Succisa-type,0.005,1
3341,2298,Sus,Succisella,0.005,1
3342,2278,Sic-T,Succisella-type,0.005,1
3343,2352,Swe,Swertia,0.005,1
3344,2232,Swe.p,Swertia perennis,0.005,1
3345,805,Sym,Symphytum,0.005,1
3346,806,Sym-T,Symphytum-type,0.005,1
3347,1149,Syr,Syringa,0.005,1
3348,3110,Syr.v,Syringa vulgaris,0.005,1
3349,1585,Syr-T,Syringa-type,0.005,1
3350,3660,Syz-T,Syzygium-type,0.005,1
3351,2423,Tablets,Tablets,0.005,1
3352,2319,Tamae,Tamaricaceae,0.005,1
3353,807,Tam,Tamarix,0.005,1
3354,808,Tms,Tamus communis,0.005,1
3355,1589,Tan-T,Tanacetum-type,0.005,1
3356,1309,Tar,Taraxacum,0.005,1
3357,3461,Tar.o-G,Taraxacum officinale-group,0.005,1
3358,809,Tar-T,Taraxacum-type,0.005,1
3359,810,Taxae,Taxodiaceae,0.005,1
3360,3007,Tad,Taxodium,0.005,1
3361,811,Tax,Taxus,0.005,1
3362,812,Tax.b,Taxus baccata,0.005,1
3363,3503,Tax.b.st,Taxus baccata: stomata,0.005,1
3364,2887,Tec-T,Tecaphora-type,0.005,1
3365,2288,Tet.a,Tertraploa aristata,0.005,1
3366,2830,Ter,Tetraclinis,0.005,1
3367,2296,Tet,Tetraedron,0.005,1
3368,1509,Tet.cf.m,Tetraedron cf. T. minimum,0.005,1
3369,1287,Tet.m,Tetraedron minimum,0.005,1
3370,3185,Ttr,Tetraploa,0.005,1
3371,2297,Tet.r,Tetraploa aristata,0.005,1
3372,2474,Tetra,Tetraporina,0.005,1
3373,813,Teu,Teucrium,0.005,1
3374,814,Teu.s,Teucrium scordonia,0.005,1
3375,815,Teu-T,Teucrium-type,0.005,1
3376,816,Tha,Thalictrum,0.005,1
3377,1492,Tha.a,Thalictrum alpinum,0.005,1
3378,3038,Tha.a-T,Thalictrum alpinum-type,0.005,1
3379,3534,Tha.aq,Thalictrum aquilegiifolium,0.005,1
3380,2624,Tha.f,Thalictrum flavum,0.005,1
3381,3039,Tha.f-T,Thalictrum flavum-type,0.005,1
3382,3604,Tha.l,Thalictrum lucidum,0.005,1
3383,3540,Tha.m,Thalictrum minus,0.005,1
3384,3539,Tha.m-T,Thalictrum minus-type,0.005,1
3385,3603,Tha.ud,Thalictrum undiff.,0.005,1
3386,817,Tha-T,Thalictrum-type,0.005,1
3387,3080,Tec,Thecaphora,0.005,1
3388,1632,Thg,Theligonum,0.005,1
3389,2751,The.c,Theligonum cynocrambe,0.005,1
3390,1374,Thy,Thelypteris,0.005,1
3391,971,Tlp.p,Thelypteris palustris,0.005,1
3392,972,Tlp.p-T,Thelypteris palustris-type,0.005,1
3393,974,Tlp.h,Thelypteris phegopteris,0.005,1
3394,1069,The-T,Thelypteris-type,0.005,1
3395,818,The,Thesium,0.005,1
3396,2991,Tho.v-T,Thorella verticillatinundata-type,0.005,1
3397,1546,Thm,Thymelaea,0.005,1
3398,819,Thyae,Thymelaeaceae,0.005,1
3399,2531,Thu,Thymus,0.005,1
3400,820,Thy-T,Thymus-type,0.005,1
3401,1634,Thy/Men,Thymus/Mentha,0.005,1
3402,821,Til,Tilia,0.0035,1
3403,822,Til.c,Tilia cordata,0.0035,1
3404,1993,Til.c-T,Tilia cordata-type,0.0035,1
3405,3486,Til.c/p,Tilia cordata/platyphyllos,0.0035,1
3406,1231,Til.p,Tilia platyphyllos,0.0035,1
3407,2614,Til.p.Sc,Tilia platyphyllos Subsp. cordifolia,0.0035,1
3408,1697,Til.p-T,Tilia platyphyllos-type,0.0035,1
3409,2391,Til.t,Tilia tomentosa,0.0035,1
3410,2390,Til.ud,Tilia undiff.,0.0035,1
3411,1413,Til.x.v,Tilia x vulgaris,0.0035,1
3412,1415,Tit,Tilletia,0.005,1
3413,2886,Tit.c-T,Tilletia caries-type,0.005,1
3414,989,Til.s,Tilletia sphagni,0.005,1
3415,823,Tof,Tofieldia,0.005,1
3416,1232,Tof.p,Tofieldia pusilla,0.005,1
3417,824,Tor,Torilis,0.005,1
3418,3171,Tor.a,Torilis arvensis,0.005,1
3419,2814,Tor.a-T,Torilis arvensis-type,0.005,1
3420,3208,Tor.j,Torilis japonica,0.005,1
3421,3220,Tor.j-T,Torilis japonica-type,0.005,1
3422,3629,Tor.n,Torilis nodosa,0.005,1
3423,2992,Tor.n-T,Torilis nodosa-type,0.005,1
3424,3325,conc..,Total concentration,0.005,1
3425,3663,Toz.a,Tozzia alpina,0.005,1
3426,2125,Trm,Trachomitum,0.005,1
3427,3291,Tac,Trachycarpus,0.005,1
3428,1864,Tra-T,Trachyspermum-type,0.005,1
3429,2993,Tra.o-T,Trachystemon orientalis-type,0.005,1
3430,3083,Trp,Tragopogon,0.005,1
3431,3084,Trp-T,Tragopogon-type,0.005,1
3432,825,Tra,Trapa,0.005,1
3433,1316,Tra.n,Trapa natans,0.005,1
3434,2080,Tus,Tribulus,0.005,1
3435,1576,Trb,Tribulus terrestris,0.005,1
3436,3590,Tri.c,Trichophorum caespitosum,0.005,1
3437,3513,Trich,Trichothyrium,0.005,1
3438,2902,Tic,Trichuris,0.005,1
3439,826,Ttl,Trientalis,0.005,1
3440,1799,Tri.e,Trientalis europaea,0.005,1
3441,2994,Tre-T,Trientalis-type,0.005,1
3442,827,Tri,Trifolium,0.005,1
3443,1303,Tri.a-T,Trifolium alpestre-type,0.005,1
3444,3560,Tri.al,Trifolium alpinum,0.005,1
3445,3438,Trf.a-T,Trifolium alpinum-type,0.005,1
3446,3677,Tri.alps,Trifolium alpinus,0.005,1
3447,2530,Tri.a,Trifolium arvense,0.005,1
3448,3561,Tri.b,Trifolium badium,0.005,1
3449,3152,Tri.b-T,Trifolium badium-type,0.005,1
3450,1233,Tri.cf.r,Trifolium cf. T. repens,0.005,1
3451,828,Tri.m-T,Trifolium medium-type,0.005,1
3452,829,Tri.x,Trifolium montanum,0.005,1
3453,830,Tri.x-T,Trifolium montanum-type,0.005,1
3454,3562,Tri.pa,Trifolium pallescens,0.005,1
3455,1005,Tri.p,Trifolium pratense,0.005,1
3456,1095,Tri.p-T,Trifolium pratense-type,0.005,1
3457,1006,Tri.r,Trifolium repens,0.005,1
3458,1098,Tri.r-T,Trifolium repens-type,0.005,1
3459,831,Tri.s,Trifolium spadiceum,0.005,1
3460,3153,Trf.s-T,Trifolium spadiceum-type,0.005,1
3461,1358,Trf.s,Trifolium striatum,0.005,1
3462,1990,Tri.s-T,Trifolium striatum-type,0.005,1
3463,832,Tri.ud,Trifolium undiff.,0.005,1
3464,833,Tri-T,Trifolium-type,0.005,1
3465,834,Trg,Triglochin,0.005,1
3466,1496,Tri.cf.p,Triglochin cf. T. palustris,0.005,1
3467,2639,Tri.m,Triglochin maritima,0.005,1
3468,1529,Trg-T,Triglochin-type,0.005,1
3469,2353,Tri/Pot,Triglochin/Potamogeton,0.005,1
3470,2924,Trig.a,Trigonopyxis arcula,0.005,1
3471,3432,Tri.f.s,Trilete fern spores,0.005,1
3472,3533,Tri-P,Trilete psilate,0.005,1
3473,2310,Tri.s.s,Trilete spore sculptured,0.005,1
3474,1396,Trl.s,Trilete spore(s),0.005,1
3475,1395,Tri.s.ud,Trilete spore(s) undiff.,0.005,1
3476,2771,Tri.srv,Trilete spores (roughly verrucate),0.005,1
3477,2772,Tri.ssv,Trilete spores (smoothly verrucate),0.005,1
3478,2520,Trn,Trinia,0.005,1
3479,3498,Tri.g,Trinia glauca,0.005,1
3480,2815,Tri.g-T,Trinia glauca-type,0.005,1
3481,835,Trt,Triticum,0.005,1
3482,836,Trt.ud,Triticum undiff.,0.005,1
3483,837,Trt-T,Triticum-type,0.005,1
3484,3428,Tri/AveT,Triticum/Avena-type,0.005,1
3485,1290,ro.ud,Trochiscia undiff.,0.005,1
3486,838,Tro,Trollius,0.005,1
3487,839,Tro.e,Trollius europaeus,0.005,1
3488,2146,Tro-T,Trollius-type,0.005,1
3489,840,Tsu,Tsuga,0.005,1
3490,841,Tsu.m,Tsuga mertensiana,0.005,1
3491,842,Tsu.ud,Tsuga undiff.,0.005,1
3492,2831,Tub,Tuberaria,0.005,1
3493,2696,Tub.l,Tuberaria lignosa,0.005,1
3494,3388,Tul,Tulipa,0.005,1
3495,843,Tul.s,Tulipa sylvestris,0.005,1
3496,2071,Tul-T,Tulipa-type,0.005,1
3497,3368,Tur,Turgenia,0.005,1
3498,3516,Tur.l,Turgenia latifolia,0.005,1
3499,1575,Tur-T,Turgenia-type,0.005,1
3500,3446,Tus.f,Tussilago farfara,0.005,1
3501,2004,Tus-T,Tussilago-type,0.005,1
3502,3462,T114,Type 114,0.005,1
3503,3463,T140,Type 140,0.005,1
3504,1708,Typ,Typha,0.005,1
3505,844,Typ.a,Typha angustifolia,0.005,1
3506,845,Typ.a-T,Typha angustifolia-type,0.005,1
3507,846,Typ.a/Sp,Typha angustifolia/Sparganium,0.005,1
3508,3042,Typ.a/S-,Typha angustifolia/Sparganium-type,0.005,1
3509,1620,Typ.c.a,Typha cf. T. angustifolia,0.005,1
3510,3616,Typ.cf.d,Typha cf. T. domingensis,0.005,1
3511,3622,Typ.cf.e,Typha cf. T. elephantina,0.005,1
3512,847,Typ.l,Typha latifolia,0.005,1
3513,848,Typ.l-T,Typha latifolia-type,0.005,1
3514,2343,Typ.l.a,Typha latifolia/T. angustifolia,0.005,1
3515,2554,Typ.m,Typha minima,0.005,1
3516,3400,Typ.m-T,Typha minima-type,0.005,1
3517,849,Typ.ud,Typha undiff.,0.005,1
3518,1578,Typ.u.m,Typha undiff. (monad),0.005,1
3519,850,Typ.t.ud,Typha undiff. (tetrad),0.005,1
3520,851,Typ-T,Typha-type,0.005,1
3521,3430,Typ/SpaT,Typha/Sparganium-type,0.005,1
3522,1416,Typae,Typhaceae,0.005,1
3523,3172,Typ/Spa,Typhaceae/Sparganiaceae,0.005,1
3524,1024,Ule,Ulex,0.005,1
3525,852,Ule-T,Ulex-type,0.005,1
3526,1752,Ule/Sar,Ulex/Sarothamnus,0.005,1
3527,3363,Ulmeae,Ulmaceae,0.005,1
3528,853,Ulm,Ulmus,0.0035,1
3529,2436,Ulm-TA,Ulmus (type A),0.0035,1
3530,2437,Ulm-TB,Ulmus (type B),0.0035,1
3531,3338,Ulm.c,Ulmus campestris,0.0035,1
3532,2318,Ulm.g,Ulmus glabra,0.0035,1
3533,3464,Ulm.g-T,Ulmus glabra-type,0.0035,1
3534,2395,Ulm.l,Ulmus laevis,0.0035,1
3535,2315,Ulm.m,Ulmus minor,0.0035,1
3536,2577,Ulm.p,Ulmus pumila,0.0035,1
3537,2389,Ulm.ud,Ulmus undiff.,0.0035,1
3538,3264,Ulm-T,Ulmus-type,0.0035,1
